month,primary_type,incidents,year,month_num
2022-11-01,Criminal Sexual Assault,114,2022,11
2022-11-01,Criminal Trespass,330,2022,11
2022-11-01,Deceptive Practice,1480,2022,11
2022-11-01,Homicide,59,2022,11
2022-11-01,Interference With Public Officer,25,2022,11
2022-11-01,Intimidation,20,2022,11
2022-11-01,Kidnapping,12,2022,11
2022-11-01,Liquor Law Violation,23,2022,11
2022-11-01,Motor Vehicle Theft,2956,2022,11
2022-11-01,Narcotics,346,2022,11
2022-11-01,Obscenity,3,2022,11
2022-11-01,Offense Involving Children,128,2022,11
2022-11-01,Other Offense,1069,2022,11
2022-11-01,Prostitution,14,2022,11
2022-11-01,Public Peace Violation,46,2022,11
2022-11-01,Robbery,848,2022,11
2022-11-01,Sex Offense,100,2022,11
2022-11-01,Stalking,52,2022,11
2022-11-01,Theft,4726,2022,11
2022-11-01,Weapons Violation,599,2022,11
2022-12-01,All Types,20005,2022,12
2022-12-01,Arson,35,2022,12
2022-12-01,Assault,1573,2022,12
2022-12-01,Battery,3017,2022,12
2022-12-01,Burglary,696,2022,12
2022-12-01,Concealed Carry License Violation,12,2022,12
2022-12-01,Criminal Damage,2266,2022,12
2022-12-01,Criminal Sexual Assault,99,2022,12
2022-12-01,Criminal Trespass,340,2022,12
2022-12-01,Deceptive Practice,1512,2022,12
2022-12-01,Homicide,63,2022,12
2022-12-01,Interference With Public Officer,21,2022,12
2022-12-01,Intimidation,20,2022,12
2022-12-01,Kidnapping,10,2022,12
2022-12-01,Liquor Law Violation,9,2022,12
2022-12-01,Motor Vehicle Theft,2718,2022,12
2022-12-01,Narcotics,345,2022,12
2022-12-01,Non-Criminal,1,2022,12
2022-12-01,Obscenity,4,2022,12
2022-12-01,Offense Involving Children,129,2022,12
2022-12-01,Other Narcotic Violation,2,2022,12
2022-12-01,Other Offense,1089,2022,12
2022-12-01,Prostitution,6,2022,12
2022-12-01,Public Peace Violation,47,2022,12
2022-12-01,Robbery,897,2022,12
2022-12-01,Sex Offense,88,2022,12
2022-12-01,Stalking,36,2022,12
2022-12-01,Theft,4425,2022,12
2022-12-01,Weapons Violation,545,2022,12
2023-01-01,All Types,21341,2023,1
2023-01-01,Arson,46,2023,1
2023-01-01,Assault,1705,2023,1
2023-01-01,Battery,3190,2023,1
2023-01-01,Burglary,679,2023,1
2023-01-01,Concealed Carry License Violation,20,2023,1
2023-01-01,Criminal Damage,2393,2023,1
2023-01-01,Criminal Sexual Assault,143,2023,1
2023-01-01,Criminal Trespass,386,2023,1
2023-01-01,Deceptive Practice,1570,2023,1
2023-01-01,Gambling,1,2023,1
2023-01-01,Homicide,45,2023,1
2023-01-01,Human Trafficking,1,2023,1
2023-01-01,Interference With Public Officer,32,2023,1
2023-01-01,Intimidation,27,2023,1
2023-01-01,Kidnapping,12,2023,1
2023-01-01,Liquor Law Violation,17,2023,1
2023-01-01,Motor Vehicle Theft,2819,2023,1
2023-01-01,Narcotics,559,2023,1
2023-01-01,Obscenity,4,2023,1
2023-01-01,Offense Involving Children,190,2023,1
2023-01-01,Other Offense,1288,2023,1
2023-01-01,Prostitution,63,2023,1
2023-01-01,Public Peace Violation,54,2023,1
2023-01-01,Robbery,891,2023,1
2023-01-01,Sex Offense,101,2023,1
2023-01-01,Stalking,49,2023,1
2023-01-01,Theft,4313,2023,1
2023-01-01,Weapons Violation,743,2023,1
2023-02-01,All Types,18489,2023,2
2023-02-01,Arson,33,2023,2
2023-02-01,Assault,1492,2023,2
2023-02-01,Battery,3062,2023,2
2023-02-01,Burglary,543,2023,2
2023-02-01,Concealed Carry License Violation,14,2023,2
2023-02-01,Criminal Damage,1937,2023,2
2023-02-01,Criminal Sexual Assault,117,2023,2
2023-02-01,Criminal Trespass,383,2023,2
2023-02-01,Deceptive Practice,1438,2023,2
2023-02-01,Homicide,39,2023,2
2023-02-01,Interference With Public Officer,56,2023,2
2023-02-01,Intimidation,20,2023,2
2023-02-01,Kidnapping,5,2023,2
2023-02-01,Liquor Law Violation,11,2023,2
2023-02-01,Motor Vehicle Theft,2171,2023,2
2023-02-01,Narcotics,548,2023,2
2023-02-01,Obscenity,4,2023,2
2023-02-01,Offense Involving Children,144,2023,2
2023-02-01,Other Narcotic Violation,2,2023,2
2023-02-01,Other Offense,1207,2023,2
2023-02-01,Prostitution,15,2023,2
2023-02-01,Public Indecency,1,2023,2
2023-02-01,Public Peace Violation,62,2023,2
2023-02-01,Robbery,582,2023,2
2023-02-01,Sex Offense,94,2023,2
2023-02-01,Stalking,33,2023,2
2023-02-01,Theft,3830,2023,2
2023-02-01,Weapons Violation,646,2023,2
2023-03-01,All Types,20812,2023,3
2023-03-01,Arson,29,2023,3
2023-03-01,Assault,1762,2023,3
2023-03-01,Battery,3412,2023,3
2023-03-01,Burglary,570,2023,3
2023-03-01,Concealed Carry License Violation,17,2023,3
2023-03-01,Criminal Damage,2328,2023,3
2023-03-01,Criminal Sexual Assault,120,2023,3
2023-03-01,Criminal Trespass,441,2023,3
2023-03-01,Deceptive Practice,1608,2023,3
2023-03-01,Gambling,1,2023,3
2023-03-01,Homicide,38,2023,3
2023-03-01,Human Trafficking,2,2023,3
2023-03-01,Interference With Public Officer,61,2023,3
2023-03-01,Intimidation,30,2023,3
2023-03-01,Kidnapping,6,2023,3
2023-03-01,Liquor Law Violation,24,2023,3
2023-03-01,Motor Vehicle Theft,2326,2023,3
2023-03-01,Narcotics,475,2023,3
2023-03-01,Obscenity,4,2023,3
2023-03-01,Offense Involving Children,140,2023,3
2023-03-01,Other Offense,1411,2023,3
2023-03-01,Prostitution,7,2023,3
2023-03-01,Public Peace Violation,66,2023,3
2023-03-01,Robbery,686,2023,3
2023-03-01,Sex Offense,102,2023,3
2023-03-01,Stalking,39,2023,3
2023-03-01,Theft,4475,2023,3
2023-03-01,Weapons Violation,632,2023,3
2023-04-01,All Types,20812,2023,4
2023-04-01,Arson,37,2023,4
2023-04-01,Assault,1815,2023,4
2023-04-01,Battery,3616,2023,4
2023-04-01,Burglary,598,2023,4
2023-04-01,Concealed Carry License Violation,12,2023,4
2023-04-01,Criminal Damage,2442,2023,4
2023-04-01,Criminal Sexual Assault,120,2023,4
2023-04-01,Criminal Trespass,362,2023,4
2023-04-01,Deceptive Practice,1537,2023,4
2023-04-01,Homicide,59,2023,4
2023-04-01,Interference With Public Officer,51,2023,4
2023-04-01,Intimidation,21,2023,4
2023-04-01,Kidnapping,6,2023,4
2023-04-01,Liquor Law Violation,10,2023,4
2023-04-01,Motor Vehicle Theft,2295,2023,4
2023-04-01,Narcotics,375,2023,4
2023-04-01,Obscenity,3,2023,4
2023-04-01,Offense Involving Children,163,2023,4
2023-04-01,Other Offense,1239,2023,4
2023-04-01,Prostitution,5,2023,4
2023-04-01,Public Peace Violation,82,2023,4
2023-04-01,Robbery,752,2023,4
2023-04-01,Sex Offense,105,2023,4
2023-04-01,Stalking,42,2023,4
2023-04-01,Theft,4377,2023,4
2023-04-01,Weapons Violation,688,2023,4
2023-05-01,All Types,22290,2023,5
2023-05-01,Arson,56,2023,5
2023-05-01,Assault,2025,2023,5
2023-05-01,Battery,3965,2023,5
2023-05-01,Burglary,614,2023,5
2023-05-01,Concealed Carry License Violation,9,2023,5
2023-05-01,Criminal Damage,2590,2023,5
2023-05-01,Criminal Sexual Assault,156,2023,5
2023-05-01,Criminal Trespass,389,2023,5
2023-05-01,Deceptive Practice,1466,2023,5
2023-05-01,Homicide,66,2023,5
2023-05-01,Human Trafficking,1,2023,5
2023-05-01,Interference With Public Officer,45,2023,5
2023-05-01,Intimidation,22,2023,5
2023-05-01,Kidnapping,22,2023,5
2023-05-01,Liquor Law Violation,19,2023,5
2023-05-01,Motor Vehicle Theft,2437,2023,5
2023-05-01,Narcotics,385,2023,5
2023-05-01,Non-Criminal,1,2023,5
2023-05-01,Obscenity,4,2023,5
2023-05-01,Offense Involving Children,160,2023,5
2023-05-01,Other Offense,1262,2023,5
2023-05-01,Prostitution,5,2023,5
2023-05-01,Public Indecency,2,2023,5
2023-05-01,Public Peace Violation,83,2023,5
2023-05-01,Robbery,772,2023,5
2023-05-01,Sex Offense,129,2023,5
2023-05-01,Stalking,40,2023,5
2023-05-01,Theft,4746,2023,5
2023-05-01,Weapons Violation,819,2023,5
2023-06-01,All Types,22770,2023,6
2023-06-01,Arson,49,2023,6
2023-06-01,Assault,2035,2023,6
2023-06-01,Battery,3886,2023,6
2023-06-01,Burglary,602,2023,6
2023-06-01,Concealed Carry License Violation,19,2023,6
2023-06-01,Criminal Damage,2645,2023,6
2023-06-01,Criminal Sexual Assault,152,2023,6
2023-06-01,Criminal Trespass,364,2023,6
2023-06-01,Deceptive Practice,1448,2023,6
2023-06-01,Gambling,2,2023,6
2023-06-01,Homicide,73,2023,6
2023-06-01,Human Trafficking,1,2023,6
2023-06-01,Interference With Public Officer,42,2023,6
2023-06-01,Intimidation,20,2023,6
2023-06-01,Kidnapping,13,2023,6
2023-06-01,Liquor Law Violation,20,2023,6
2023-06-01,Motor Vehicle Theft,2564,2023,6
2023-06-01,Narcotics,418,2023,6
2023-06-01,Non-Criminal,1,2023,6
2023-06-01,Obscenity,2,2023,6
2023-06-01,Offense Involving Children,137,2023,6
2023-06-01,Other Offense,1366,2023,6
2023-06-01,Prostitution,27,2023,6
2023-06-01,Public Peace Violation,77,2023,6
2023-06-01,Robbery,783,2023,6
2023-06-01,Sex Offense,105,2023,6
2023-06-01,Stalking,36,2023,6
2023-06-01,Theft,5094,2023,6
2023-06-01,Weapons Violation,789,2023,6
2023-07-01,All Types,24064,2023,7
2023-07-01,Arson,45,2023,7
2023-07-01,Assault,2050,2023,7
2023-07-01,Battery,4223,2023,7
2023-07-01,Burglary,635,2023,7
2023-07-01,Concealed Carry License Violation,21,2023,7
2023-07-01,Criminal Damage,2966,2023,7
2023-07-01,Criminal Sexual Assault,169,2023,7
2023-07-01,Criminal Trespass,397,2023,7
2023-07-01,Deceptive Practice,1473,2023,7
2023-07-01,Gambling,2,2023,7
2023-07-01,Homicide,62,2023,7
2023-07-01,Interference With Public Officer,39,2023,7
2023-07-01,Intimidation,16,2023,7
2023-07-01,Kidnapping,17,2023,7
2023-07-01,Liquor Law Violation,14,2023,7
2023-07-01,Motor Vehicle Theft,2631,2023,7
2023-07-01,Narcotics,428,2023,7
2023-07-01,Obscenity,3,2023,7
2023-07-01,Offense Involving Children,136,2023,7
2023-07-01,Other Offense,1366,2023,7
2023-07-01,Prostitution,25,2023,7
2023-07-01,Public Peace Violation,64,2023,7
2023-07-01,Robbery,1008,2023,7
2023-07-01,Sex Offense,136,2023,7
2023-07-01,Stalking,62,2023,7
2023-07-01,Theft,5197,2023,7
2023-07-01,Weapons Violation,879,2023,7
2023-08-01,All Types,24238,2023,8
2023-08-01,Arson,34,2023,8
2023-08-01,Assault,2121,2023,8
2023-08-01,Battery,4061,2023,8
2023-08-01,Burglary,651,2023,8
2023-08-01,Concealed Carry License Violation,23,2023,8
2023-08-01,Criminal Damage,2763,2023,8
2023-08-01,Criminal Sexual Assault,160,2023,8
2023-08-01,Criminal Trespass,408,2023,8
2023-08-01,Deceptive Practice,1572,2023,8
2023-08-01,Gambling,1,2023,8
2023-08-01,Homicide,59,2023,8
2023-08-01,Human Trafficking,2,2023,8
2023-08-01,Interference With Public Officer,55,2023,8
2023-08-01,Intimidation,20,2023,8
2023-08-01,Kidnapping,19,2023,8
2023-08-01,Liquor Law Violation,13,2023,8
2023-08-01,Motor Vehicle Theft,2618,2023,8
2023-08-01,Narcotics,470,2023,8
2023-08-01,Obscenity,3,2023,8
2023-08-01,Offense Involving Children,132,2023,8
2023-08-01,Other Offense,1317,2023,8
2023-08-01,Prostitution,13,2023,8
2023-08-01,Public Peace Violation,89,2023,8
2023-08-01,Robbery,1213,2023,8
2023-08-01,Sex Offense,140,2023,8
2023-08-01,Stalking,49,2023,8
2023-08-01,Theft,5429,2023,8
2023-08-01,Weapons Violation,803,2023,8
2023-09-01,All Types,22657,2023,9
2023-09-01,Arson,55,2023,9
2023-09-01,Assault,2056,2023,9
2023-09-01,Battery,3971,2023,9
2023-09-01,Burglary,640,2023,9
2023-09-01,Concealed Carry License Violation,16,2023,9
2023-09-01,Criminal Damage,2529,2023,9
2023-09-01,Criminal Sexual Assault,147,2023,9
2023-09-01,Criminal Trespass,381,2023,9
2023-09-01,Deceptive Practice,1403,2023,9
2023-09-01,Gambling,4,2023,9
2023-09-01,Homicide,48,2023,9
2023-09-01,Interference With Public Officer,60,2023,9
2023-09-01,Intimidation,16,2023,9
2023-09-01,Kidnapping,10,2023,9
2023-09-01,Liquor Law Violation,13,2023,9
2023-09-01,Motor Vehicle Theft,2339,2023,9
2023-09-01,Narcotics,408,2023,9
2023-09-01,Obscenity,3,2023,9
2023-09-01,Offense Involving Children,152,2023,9
2023-09-01,Other Offense,1285,2023,9
2023-09-01,Prostitution,32,2023,9
2023-09-01,Public Peace Violation,78,2023,9
2023-09-01,Robbery,1144,2023,9
2023-09-01,Sex Offense,135,2023,9
2023-09-01,Stalking,54,2023,9
2023-09-01,Theft,4955,2023,9
2023-09-01,Weapons Violation,723,2023,9
2023-10-01,All Types,23104,2023,10
2023-10-01,Arson,43,2023,10
2023-10-01,Assault,1985,2023,10
2023-10-01,Battery,3855,2023,10
2023-10-01,Burglary,654,2023,10
2023-10-01,Concealed Carry License Violation,18,2023,10
2023-10-01,Criminal Damage,2624,2023,10
2023-10-01,Criminal Sexual Assault,149,2023,10
2023-10-01,Criminal Trespass,413,2023,10
2023-10-01,Deceptive Practice,1376,2023,10
2023-10-01,Gambling,3,2023,10
2023-10-01,Homicide,54,2023,10
2023-10-01,Human Trafficking,2,2023,10
2023-10-01,Interference With Public Officer,45,2023,10
2023-10-01,Intimidation,23,2023,10
2023-10-01,Kidnapping,8,2023,10
2023-10-01,Liquor Law Violation,14,2023,10
2023-10-01,Motor Vehicle Theft,2569,2023,10
2023-10-01,Narcotics,451,2023,10
2023-10-01,Obscenity,5,2023,10
2023-10-01,Offense Involving Children,128,2023,10
2023-10-01,Other Offense,1336,2023,10
2023-10-01,Prostitution,4,2023,10
2023-10-01,Public Peace Violation,86,2023,10
2023-10-01,Robbery,1208,2023,10
2023-10-01,Sex Offense,107,2023,10
2023-10-01,Stalking,48,2023,10
2023-10-01,Theft,5216,2023,10
2023-10-01,Weapons Violation,680,2023,10
2023-11-01,All Types,21434,2023,11
2023-11-01,Arson,38,2023,11
2023-11-01,Assault,1797,2023,11
2023-11-01,Battery,3486,2023,11
2023-11-01,Burglary,681,2023,11
2023-11-01,Concealed Carry License Violation,17,2023,11
2023-11-01,Criminal Damage,2426,2023,11
2023-11-01,Criminal Sexual Assault,146,2023,11
2023-11-01,Criminal Trespass,415,2023,11
2023-11-01,Deceptive Practice,1317,2023,11
2023-11-01,Homicide,56,2023,11
2023-11-01,Human Trafficking,2,2023,11
2023-11-01,Interference With Public Officer,52,2023,11
2023-11-01,Intimidation,15,2023,11
2023-11-01,Kidnapping,12,2023,11
2023-11-01,Liquor Law Violation,14,2023,11
2023-11-01,Motor Vehicle Theft,2274,2023,11
2023-11-01,Narcotics,493,2023,11
2023-11-01,Non-Criminal,1,2023,11
2023-11-01,Obscenity,1,2023,11
2023-11-01,Offense Involving Children,150,2023,11
2023-11-01,Other Offense,1346,2023,11
2023-11-01,Prostitution,9,2023,11
2023-11-01,Public Indecency,1,2023,11
2023-11-01,Public Peace Violation,60,2023,11
2023-11-01,Robbery,1016,2023,11
2023-11-01,Sex Offense,101,2023,11
2023-11-01,Stalking,42,2023,11
2023-11-01,Theft,4812,2023,11
2023-11-01,Weapons Violation,654,2023,11
2023-12-01,All Types,21332,2023,12
2023-12-01,Arson,48,2023,12
2023-12-01,Assault,1790,2023,12
2023-12-01,Battery,3529,2023,12
2023-12-01,Burglary,622,2023,12
2023-12-01,Concealed Carry License Violation,19,2023,12
2023-12-01,Criminal Damage,2451,2023,12
2023-12-01,Criminal Sexual Assault,105,2023,12
2023-12-01,Criminal Trespass,383,2023,12
2023-12-01,Deceptive Practice,1336,2023,12
2023-12-01,Gambling,1,2023,12
2023-12-01,Homicide,39,2023,12
2023-12-01,Interference With Public Officer,48,2023,12
2023-12-01,Intimidation,7,2023,12
2023-12-01,Kidnapping,9,2023,12
2023-12-01,Liquor Law Violation,17,2023,12
2023-12-01,Motor Vehicle Theft,2212,2023,12
2023-12-01,Narcotics,445,2023,12
2023-12-01,Obscenity,6,2023,12
2023-12-01,Offense Involving Children,129,2023,12
2023-12-01,Other Offense,1308,2023,12
2023-12-01,Prostitution,4,2023,12
2023-12-01,Public Indecency,2,2023,12
2023-12-01,Public Peace Violation,61,2023,12
2023-12-01,Robbery,995,2023,12
2023-12-01,Sex Offense,110,2023,12
2023-12-01,Stalking,37,2023,12
2023-12-01,Theft,5067,2023,12
2023-12-01,Weapons Violation,552,2023,12
2024-01-01,All Types,19653,2024,1
2024-01-01,Arson,43,2024,1
2024-01-01,Assault,1729,2024,1
2024-01-01,Battery,3292,2024,1
2024-01-01,Burglary,553,2024,1
2024-01-01,Concealed Carry License Violation,15,2024,1
2024-01-01,Criminal Damage,2107,2024,1
2024-01-01,Criminal Sexual Assault,128,2024,1
2024-01-01,Criminal Trespass,378,2024,1
2024-01-01,Deceptive Practice,1406,2024,1
2024-01-01,Homicide,34,2024,1
2024-01-01,Human Trafficking,2,2024,1
2024-01-01,Interference With Public Officer,49,2024,1
2024-01-01,Intimidation,23,2024,1
2024-01-01,Kidnapping,3,2024,1
2024-01-01,Liquor Law Violation,13,2024,1
2024-01-01,Motor Vehicle Theft,1769,2024,1
2024-01-01,Narcotics,539,2024,1
2024-01-01,Obscenity,7,2024,1
2024-01-01,Offense Involving Children,150,2024,1
2024-01-01,Other Offense,1500,2024,1
2024-01-01,Prostitution,8,2024,1
2024-01-01,Public Peace Violation,45,2024,1
2024-01-01,Robbery,734,2024,1
2024-01-01,Sex Offense,95,2024,1
2024-01-01,Stalking,37,2024,1
2024-01-01,Theft,4379,2024,1
2024-01-01,Weapons Violation,615,2024,1
2024-02-01,All Types,19949,2024,2
2024-02-01,Arson,32,2024,2
2024-02-01,Assault,1736,2024,2
2024-02-01,Battery,3472,2024,2
2024-02-01,Burglary,544,2024,2
2024-02-01,Concealed Carry License Violation,9,2024,2
2024-02-01,Criminal Damage,2189,2024,2
2024-02-01,Criminal Sexual Assault,131,2024,2
2024-02-01,Criminal Trespass,383,2024,2
2024-02-01,Deceptive Practice,1345,2024,2
2024-02-01,Homicide,33,2024,2
2024-02-01,Interference With Public Officer,48,2024,2
2024-02-01,Intimidation,10,2024,2
2024-02-01,Kidnapping,9,2024,2
2024-02-01,Liquor Law Violation,21,2024,2
2024-02-01,Motor Vehicle Theft,1880,2024,2
2024-02-01,Narcotics,560,2024,2
2024-02-01,Obscenity,9,2024,2
2024-02-01,Offense Involving Children,152,2024,2
2024-02-01,Other Offense,1490,2024,2
2024-02-01,Prostitution,26,2024,2
2024-02-01,Public Indecency,1,2024,2
2024-02-01,Public Peace Violation,83,2024,2
2024-02-01,Robbery,669,2024,2
2024-02-01,Sex Offense,104,2024,2
2024-02-01,Stalking,22,2024,2
2024-02-01,Theft,4352,2024,2
2024-02-01,Weapons Violation,639,2024,2
2024-03-01,All Types,20914,2024,3
2024-03-01,Arson,44,2024,3
2024-03-01,Assault,1890,2024,3
2024-03-01,Battery,3689,2024,3
2024-03-01,Burglary,593,2024,3
2024-03-01,Concealed Carry License Violation,13,2024,3
2024-03-01,Criminal Damage,2467,2024,3
2024-03-01,Criminal Sexual Assault,118,2024,3
2024-03-01,Criminal Trespass,403,2024,3
2024-03-01,Deceptive Practice,1363,2024,3
2024-03-01,Gambling,3,2024,3
2024-03-01,Homicide,47,2024,3
2024-03-01,Human Trafficking,1,2024,3
2024-03-01,Interference With Public Officer,64,2024,3
2024-03-01,Intimidation,14,2024,3
2024-03-01,Kidnapping,4,2024,3
2024-03-01,Liquor Law Violation,18,2024,3
2024-03-01,Motor Vehicle Theft,1883,2024,3
2024-03-01,Narcotics,549,2024,3
2024-03-01,Obscenity,4,2024,3
2024-03-01,Offense Involving Children,137,2024,3
2024-03-01,Other Narcotic Violation,1,2024,3
2024-03-01,Other Offense,1450,2024,3
2024-03-01,Prostitution,24,2024,3
2024-03-01,Public Peace Violation,88,2024,3
2024-03-01,Robbery,746,2024,3
2024-03-01,Sex Offense,98,2024,3
2024-03-01,Stalking,46,2024,3
2024-03-01,Theft,4500,2024,3
2024-03-01,Weapons Violation,657,2024,3
2024-04-01,All Types,20491,2024,4
2024-04-01,Arson,34,2024,4
2024-04-01,Assault,1970,2024,4
2024-04-01,Battery,3791,2024,4
2024-04-01,Burglary,601,2024,4
2024-04-01,Concealed Carry License Violation,14,2024,4
2024-04-01,Criminal Damage,2253,2024,4
2024-04-01,Criminal Sexual Assault,119,2024,4
2024-04-01,Criminal Trespass,402,2024,4
2024-04-01,Deceptive Practice,1367,2024,4
2024-04-01,Gambling,2,2024,4
2024-04-01,Homicide,42,2024,4
2024-04-01,Interference With Public Officer,51,2024,4
2024-04-01,Intimidation,7,2024,4
2024-04-01,Kidnapping,8,2024,4
2024-04-01,Liquor Law Violation,19,2024,4
2024-04-01,Motor Vehicle Theft,1656,2024,4
2024-04-01,Narcotics,437,2024,4
2024-04-01,Non-Criminal,1,2024,4
2024-04-01,Obscenity,4,2024,4
2024-04-01,Offense Involving Children,163,2024,4
2024-04-01,Other Offense,1377,2024,4
2024-04-01,Prostitution,10,2024,4
2024-04-01,Public Indecency,1,2024,4
2024-04-01,Public Peace Violation,65,2024,4
2024-04-01,Robbery,720,2024,4
2024-04-01,Sex Offense,126,2024,4
2024-04-01,Stalking,34,2024,4
2024-04-01,Theft,4550,2024,4
2024-04-01,Weapons Violation,667,2024,4
2024-05-01,All Types,22992,2024,5
2024-05-01,Arson,48,2024,5
2024-05-01,Assault,2293,2024,5
2024-05-01,Battery,4453,2024,5
2024-05-01,Burglary,765,2024,5
2024-05-01,Concealed Carry License Violation,17,2024,5
2024-05-01,Criminal Damage,2405,2024,5
2024-05-01,Criminal Sexual Assault,132,2024,5
2024-05-01,Criminal Trespass,398,2024,5
2024-05-01,Deceptive Practice,1461,2024,5
2024-05-01,Gambling,2,2024,5
2024-05-01,Homicide,58,2024,5
2024-05-01,Interference With Public Officer,61,2024,5
2024-05-01,Intimidation,14,2024,5
2024-05-01,Kidnapping,10,2024,5
2024-05-01,Liquor Law Violation,14,2024,5
2024-05-01,Motor Vehicle Theft,1810,2024,5
2024-05-01,Narcotics,429,2024,5
2024-05-01,Obscenity,3,2024,5
2024-05-01,Offense Involving Children,177,2024,5
2024-05-01,Other Offense,1505,2024,5
2024-05-01,Prostitution,26,2024,5
2024-05-01,Public Indecency,2,2024,5
2024-05-01,Public Peace Violation,74,2024,5
2024-05-01,Robbery,777,2024,5
2024-05-01,Sex Offense,127,2024,5
2024-05-01,Stalking,45,2024,5
2024-05-01,Theft,5201,2024,5
2024-05-01,Weapons Violation,685,2024,5
2024-06-01,All Types,23206,2024,6
2024-06-01,Arson,49,2024,6
2024-06-01,Assault,2080,2024,6
2024-06-01,Battery,4296,2024,6
2024-06-01,Burglary,627,2024,6
2024-06-01,Concealed Carry License Violation,22,2024,6
2024-06-01,Criminal Damage,2577,2024,6
2024-06-01,Criminal Sexual Assault,150,2024,6
2024-06-01,Criminal Trespass,396,2024,6
2024-06-01,Deceptive Practice,1422,2024,6
2024-06-01,Gambling,1,2024,6
2024-06-01,Homicide,67,2024,6
2024-06-01,Human Trafficking,1,2024,6
2024-06-01,Interference With Public Officer,50,2024,6
2024-06-01,Intimidation,14,2024,6
2024-06-01,Kidnapping,10,2024,6
2024-06-01,Liquor Law Violation,13,2024,6
2024-06-01,Motor Vehicle Theft,2046,2024,6
2024-06-01,Narcotics,446,2024,6
2024-06-01,Obscenity,3,2024,6
2024-06-01,Offense Involving Children,157,2024,6
2024-06-01,Other Offense,1413,2024,6
2024-06-01,Prostitution,31,2024,6
2024-06-01,Public Peace Violation,111,2024,6
2024-06-01,Robbery,820,2024,6
2024-06-01,Sex Offense,108,2024,6
2024-06-01,Stalking,42,2024,6
2024-06-01,Theft,5490,2024,6
2024-06-01,Weapons Violation,764,2024,6
2024-07-01,All Types,24100,2024,7
2024-07-01,Arson,36,2024,7
2024-07-01,Assault,2126,2024,7
2024-07-01,Battery,4142,2024,7
2024-07-01,Burglary,764,2024,7
2024-07-01,Concealed Carry License Violation,25,2024,7
2024-07-01,Criminal Damage,2600,2024,7
2024-07-01,Criminal Sexual Assault,150,2024,7
2024-07-01,Criminal Trespass,449,2024,7
2024-07-01,Deceptive Practice,1368,2024,7
2024-07-01,Gambling,2,2024,7
2024-07-01,Homicide,70,2024,7
2024-07-01,Human Trafficking,2,2024,7
2024-07-01,Interference With Public Officer,74,2024,7
2024-07-01,Intimidation,14,2024,7
2024-07-01,Kidnapping,5,2024,7
2024-07-01,Liquor Law Violation,17,2024,7
2024-07-01,Motor Vehicle Theft,1978,2024,7
2024-07-01,Narcotics,540,2024,7
2024-07-01,Obscenity,6,2024,7
2024-07-01,Offense Involving Children,130,2024,7
2024-07-01,Other Narcotic Violation,1,2024,7
2024-07-01,Other Offense,1460,2024,7
2024-07-01,Prostitution,33,2024,7
2024-07-01,Public Indecency,1,2024,7
2024-07-01,Public Peace Violation,101,2024,7
2024-07-01,Robbery,884,2024,7
2024-07-01,Sex Offense,121,2024,7
2024-07-01,Stalking,47,2024,7
2024-07-01,Theft,6067,2024,7
2024-07-01,Weapons Violation,887,2024,7
2024-08-01,All Types,23001,2024,8
2024-08-01,Arson,47,2024,8
2024-08-01,Assault,2042,2024,8
2024-08-01,Battery,3905,2024,8
2024-08-01,Burglary,765,2024,8
2024-08-01,Concealed Carry License Violation,19,2024,8
2024-08-01,Criminal Damage,2591,2024,8
2024-08-01,Criminal Sexual Assault,182,2024,8
2024-08-01,Criminal Trespass,442,2024,8
2024-08-01,Deceptive Practice,1402,2024,8
2024-08-01,Gambling,2,2024,8
2024-08-01,Homicide,57,2024,8
2024-08-01,Human Trafficking,1,2024,8
2024-08-01,Interference With Public Officer,61,2024,8
2024-08-01,Intimidation,15,2024,8
2024-08-01,Kidnapping,7,2024,8
2024-08-01,Liquor Law Violation,14,2024,8
2024-08-01,Motor Vehicle Theft,2013,2024,8
2024-08-01,Narcotics,445,2024,8
2024-08-01,Non-Criminal,1,2024,8
2024-08-01,Obscenity,3,2024,8
2024-08-01,Offense Involving Children,110,2024,8
2024-08-01,Other Narcotic Violation,2,2024,8
2024-08-01,Other Offense,1331,2024,8
2024-08-01,Prostitution,28,2024,8
2024-08-01,Public Peace Violation,120,2024,8
2024-08-01,Robbery,769,2024,8
2024-08-01,Sex Offense,96,2024,8
2024-08-01,Stalking,48,2024,8
2024-08-01,Theft,5723,2024,8
2024-08-01,Weapons Violation,760,2024,8
2024-09-01,All Types,22982,2024,9
2024-09-01,Arson,45,2024,9
2024-09-01,Assault,2125,2024,9
2024-09-01,Battery,4168,2024,9
2024-09-01,Burglary,840,2024,9
2024-09-01,Concealed Carry License Violation,16,2024,9
2024-09-01,Criminal Damage,2511,2024,9
2024-09-01,Criminal Sexual Assault,141,2024,9
2024-09-01,Criminal Trespass,407,2024,9
2024-09-01,Deceptive Practice,1334,2024,9
2024-09-01,Gambling,4,2024,9
2024-09-01,Homicide,49,2024,9
2024-09-01,Human Trafficking,4,2024,9
2024-09-01,Interference With Public Officer,60,2024,9
2024-09-01,Intimidation,15,2024,9
2024-09-01,Kidnapping,13,2024,9
2024-09-01,Liquor Law Violation,24,2024,9
2024-09-01,Motor Vehicle Theft,1871,2024,9
2024-09-01,Narcotics,431,2024,9
2024-09-01,Non-Criminal,1,2024,9
