year,community_area,primary_type,not_arrests,arrests,incidents,community_name,acs_year,total_population,arrest_rate,incidents_per_100k
2022,31,Burglary,84,7,91,Lower West Side,2023,34177,7.69,266.26
2022,31,Concealed Carry License Violation,0,1,1,Lower West Side,2023,34177,100.0,2.93
2022,31,Criminal Damage,365,18,383,Lower West Side,2023,34177,4.7,1120.64
2022,31,Criminal Sexual Assault,13,1,14,Lower West Side,2023,34177,7.14,40.96
2022,31,Criminal Trespass,28,25,53,Lower West Side,2023,34177,47.17,155.08
2022,31,Deceptive Practice,208,4,212,Lower West Side,2023,34177,1.89,620.3
2022,31,Homicide,6,3,9,Lower West Side,2023,34177,33.33,26.33
2022,31,Interference With Public Officer,0,3,3,Lower West Side,2023,34177,100.0,8.78
2022,31,Intimidation,3,0,3,Lower West Side,2023,34177,0.0,8.78
2022,31,Liquor Law Violation,0,3,3,Lower West Side,2023,34177,100.0,8.78
2022,31,Motor Vehicle Theft,228,3,231,Lower West Side,2023,34177,1.3,675.89
2022,31,Narcotics,4,35,39,Lower West Side,2023,34177,89.74,114.11
2022,31,Obscenity,0,4,4,Lower West Side,2023,34177,100.0,11.7
2022,31,Offense Involving Children,6,2,8,Lower West Side,2023,34177,25.0,23.41
2022,31,Other Offense,115,28,143,Lower West Side,2023,34177,19.58,418.41
2022,31,Public Peace Violation,6,3,9,Lower West Side,2023,34177,33.33,26.33
2022,31,Robbery,113,1,114,Lower West Side,2023,34177,0.88,333.56
2022,31,Sex Offense,18,2,20,Lower West Side,2023,34177,10.0,58.52
2022,31,Stalking,5,4,9,Lower West Side,2023,34177,44.44,26.33
2022,31,Theft,656,19,675,Lower West Side,2023,34177,2.81,1975.01
2022,31,Weapons Violation,34,63,97,Lower West Side,2023,34177,64.95,283.82
2022,32,Arson,5,0,5,Loop,2023,38284,0.0,13.06
2022,32,Assault,381,85,466,Loop,2023,38284,18.24,1217.22
2022,32,Battery,865,193,1058,Loop,2023,38284,18.24,2763.56
2022,32,Burglary,75,9,84,Loop,2023,38284,10.71,219.41
2022,32,Concealed Carry License Violation,0,2,2,Loop,2023,38284,100.0,5.22
2022,32,Criminal Damage,589,28,617,Loop,2023,38284,4.54,1611.64
2022,32,Criminal Sexual Assault,36,2,38,Loop,2023,38284,5.26,99.26
2022,32,Criminal Trespass,144,80,224,Loop,2023,38284,35.71,585.1
2022,32,Deceptive Practice,710,29,739,Loop,2023,38284,3.92,1930.31
2022,32,Homicide,4,5,9,Loop,2023,38284,55.56,23.51
2022,32,Interference With Public Officer,3,25,28,Loop,2023,38284,89.29,73.14
2022,32,Intimidation,2,0,2,Loop,2023,38284,0.0,5.22
2022,32,Liquor Law Violation,0,4,4,Loop,2023,38284,100.0,10.45
2022,32,Motor Vehicle Theft,453,14,467,Loop,2023,38284,3.0,1219.83
2022,32,Narcotics,2,74,76,Loop,2023,38284,97.37,198.52
2022,32,Obscenity,1,1,2,Loop,2023,38284,50.0,5.22
2022,32,Offense Involving Children,8,0,8,Loop,2023,38284,0.0,20.9
2022,32,Other Narcotic Violation,1,1,2,Loop,2023,38284,50.0,5.22
2022,32,Other Offense,225,26,251,Loop,2023,38284,10.36,655.63
2022,32,Public Indecency,1,1,2,Loop,2023,38284,50.0,5.22
2022,32,Public Peace Violation,36,17,53,Loop,2023,38284,32.08,138.44
2022,32,Robbery,248,51,299,Loop,2023,38284,17.06,781.01
2022,32,Sex Offense,38,8,46,Loop,2023,38284,17.39,120.15
2022,32,Stalking,7,1,8,Loop,2023,38284,12.5,20.9
2022,32,Theft,3149,317,3466,Loop,2023,38284,9.15,9053.39
2022,32,Weapons Violation,12,98,110,Loop,2023,38284,89.09,287.33
2022,33,Arson,1,0,1,Near South Side,2023,26307,0.0,3.8
2022,33,Assault,194,31,225,Near South Side,2023,26307,13.78,855.29
2022,33,Battery,306,85,391,Near South Side,2023,26307,21.74,1486.3
2022,33,Burglary,42,2,44,Near South Side,2023,26307,4.55,167.26
2022,33,Criminal Damage,207,7,214,Near South Side,2023,26307,3.27,813.47
2022,33,Criminal Sexual Assault,14,0,14,Near South Side,2023,26307,0.0,53.22
2022,33,Criminal Trespass,38,35,73,Near South Side,2023,26307,47.95,277.49
2022,33,Deceptive Practice,243,6,249,Near South Side,2023,26307,2.41,946.52
2022,33,Homicide,4,4,8,Near South Side,2023,26307,50.0,30.41
2022,33,Interference With Public Officer,0,8,8,Near South Side,2023,26307,100.0,30.41
2022,33,Intimidation,1,0,1,Near South Side,2023,26307,0.0,3.8
2022,33,Kidnapping,2,0,2,Near South Side,2023,26307,0.0,7.6
2022,33,Liquor Law Violation,0,3,3,Near South Side,2023,26307,100.0,11.4
2022,33,Motor Vehicle Theft,340,3,343,Near South Side,2023,26307,0.87,1303.84
2022,33,Narcotics,2,23,25,Near South Side,2023,26307,92.0,95.03
2022,33,Offense Involving Children,5,1,6,Near South Side,2023,26307,16.67,22.81
2022,33,Other Offense,119,17,136,Near South Side,2023,26307,12.5,516.97
2022,33,Public Peace Violation,4,4,8,Near South Side,2023,26307,50.0,30.41
2022,33,Robbery,56,5,61,Near South Side,2023,26307,8.2,231.88
2022,33,Sex Offense,10,2,12,Near South Side,2023,26307,16.67,45.62
2022,33,Stalking,2,1,3,Near South Side,2023,26307,33.33,11.4
2022,33,Theft,604,37,641,Near South Side,2023,26307,5.77,2436.61
2022,33,Weapons Violation,8,54,62,Near South Side,2023,26307,87.1,235.68
2022,34,Arson,1,0,1,Armour Square,2023,13149,0.0,7.61
2022,34,Assault,79,9,88,Armour Square,2023,13149,10.23,669.25
2022,34,Battery,159,35,194,Armour Square,2023,13149,18.04,1475.4
2022,34,Burglary,34,3,37,Armour Square,2023,13149,8.11,281.39
2022,34,Concealed Carry License Violation,0,1,1,Armour Square,2023,13149,100.0,7.61
2022,34,Criminal Damage,114,4,118,Armour Square,2023,13149,3.39,897.41
2022,34,Criminal Sexual Assault,5,0,5,Armour Square,2023,13149,0.0,38.03
2022,34,Criminal Trespass,12,7,19,Armour Square,2023,13149,36.84,144.5
2022,34,Deceptive Practice,75,4,79,Armour Square,2023,13149,5.06,600.81
2022,34,Homicide,2,0,2,Armour Square,2023,13149,0.0,15.21
2022,34,Interference With Public Officer,0,2,2,Armour Square,2023,13149,100.0,15.21
2022,34,Intimidation,3,0,3,Armour Square,2023,13149,0.0,22.82
2022,34,Kidnapping,1,0,1,Armour Square,2023,13149,0.0,7.61
2022,34,Liquor Law Violation,0,1,1,Armour Square,2023,13149,100.0,7.61
2022,34,Motor Vehicle Theft,82,3,85,Armour Square,2023,13149,3.53,646.44
2022,34,Narcotics,1,13,14,Armour Square,2023,13149,92.86,106.47
2022,34,Obscenity,1,0,1,Armour Square,2023,13149,0.0,7.61
2022,34,Offense Involving Children,6,0,6,Armour Square,2023,13149,0.0,45.63
2022,34,Other Offense,35,4,39,Armour Square,2023,13149,10.26,296.6
2022,34,Public Peace Violation,2,11,13,Armour Square,2023,13149,84.62,98.87
2022,34,Robbery,113,5,118,Armour Square,2023,13149,4.24,897.41
2022,34,Sex Offense,3,0,3,Armour Square,2023,13149,0.0,22.82
2022,34,Stalking,1,0,1,Armour Square,2023,13149,0.0,7.61
2022,34,Theft,265,7,272,Armour Square,2023,13149,2.57,2068.6
2022,34,Weapons Violation,11,39,50,Armour Square,2023,13149,78.0,380.26
2022,35,Arson,1,1,2,Douglas,2023,18629,50.0,10.74
2022,35,Assault,229,23,252,Douglas,2023,18629,9.13,1352.73
2022,35,Battery,425,52,477,Douglas,2023,18629,10.9,2560.52
2022,35,Burglary,37,1,38,Douglas,2023,18629,2.63,203.98
2022,35,Concealed Carry License Violation,0,3,3,Douglas,2023,18629,100.0,16.1
2022,35,Criminal Damage,291,6,297,Douglas,2023,18629,2.02,1594.29
2022,35,Criminal Sexual Assault,12,2,14,Douglas,2023,18629,14.29,75.15
2022,35,Criminal Trespass,28,18,46,Douglas,2023,18629,39.13,246.93
2022,35,Deceptive Practice,150,2,152,Douglas,2023,18629,1.32,815.93
2022,35,Homicide,5,3,8,Douglas,2023,18629,37.5,42.94
2022,35,Interference With Public Officer,0,8,8,Douglas,2023,18629,100.0,42.94
2022,35,Intimidation,1,0,1,Douglas,2023,18629,0.0,5.37
2022,35,Kidnapping,2,0,2,Douglas,2023,18629,0.0,10.74
2022,35,Liquor Law Violation,0,2,2,Douglas,2023,18629,100.0,10.74
2022,35,Motor Vehicle Theft,393,4,397,Douglas,2023,18629,1.01,2131.09
2022,35,Narcotics,1,36,37,Douglas,2023,18629,97.3,198.62
2022,35,Offense Involving Children,17,5,22,Douglas,2023,18629,22.73,118.1
2022,35,Other Offense,179,16,195,Douglas,2023,18629,8.21,1046.76
2022,35,Public Peace Violation,7,8,15,Douglas,2023,18629,53.33,80.52
2022,35,Robbery,64,6,70,Douglas,2023,18629,8.57,375.76
2022,35,Sex Offense,7,0,7,Douglas,2023,18629,0.0,37.58
2022,35,Stalking,9,0,9,Douglas,2023,18629,0.0,48.31
2022,35,Theft,658,7,665,Douglas,2023,18629,1.05,3569.7
2022,35,Weapons Violation,15,65,80,Douglas,2023,18629,81.25,429.44
2022,36,Assault,75,3,78,Oakland,2023,4373,3.85,1783.67
2022,36,Battery,108,21,129,Oakland,2023,4373,16.28,2949.92
2022,36,Burglary,14,0,14,Oakland,2023,4373,0.0,320.15
2022,36,Criminal Damage,87,0,87,Oakland,2023,4373,0.0,1989.48
2022,36,Criminal Sexual Assault,7,1,8,Oakland,2023,4373,12.5,182.94
2022,36,Criminal Trespass,5,4,9,Oakland,2023,4373,44.44,205.81
2022,36,Deceptive Practice,32,0,32,Oakland,2023,4373,0.0,731.76
2022,36,Liquor Law Violation,0,2,2,Oakland,2023,4373,100.0,45.74
2022,36,Motor Vehicle Theft,124,3,127,Oakland,2023,4373,2.36,2904.18
2022,36,Narcotics,1,3,4,Oakland,2023,4373,75.0,91.47
2022,36,Offense Involving Children,10,1,11,Oakland,2023,4373,9.09,251.54
2022,36,Other Offense,64,2,66,Oakland,2023,4373,3.03,1509.26
2022,36,Robbery,19,1,20,Oakland,2023,4373,5.0,457.35
2022,36,Sex Offense,1,0,1,Oakland,2023,4373,0.0,22.87
2022,36,Stalking,1,1,2,Oakland,2023,4373,50.0,45.74
2022,36,Theft,134,0,134,Oakland,2023,4373,0.0,3064.26
2022,36,Weapons Violation,21,16,37,Oakland,2023,4373,43.24,846.1
2022,37,Assault,57,8,65,Fuller Park,2023,2186,12.31,2973.47
2022,37,Battery,104,6,110,Fuller Park,2023,2186,5.45,5032.02
2022,37,Burglary,14,1,15,Fuller Park,2023,2186,6.67,686.18
2022,37,Concealed Carry License Violation,0,1,1,Fuller Park,2023,2186,100.0,45.75
2022,37,Criminal Damage,71,2,73,Fuller Park,2023,2186,2.74,3339.43
2022,37,Criminal Sexual Assault,4,0,4,Fuller Park,2023,2186,0.0,182.98
2022,37,Criminal Trespass,5,3,8,Fuller Park,2023,2186,37.5,365.97
2022,37,Deceptive Practice,28,1,29,Fuller Park,2023,2186,3.45,1326.62
2022,37,Homicide,3,3,6,Fuller Park,2023,2186,50.0,274.47
2022,37,Interference With Public Officer,1,2,3,Fuller Park,2023,2186,66.67,137.24
2022,37,Intimidation,3,0,3,Fuller Park,2023,2186,0.0,137.24
2022,37,Kidnapping,3,0,3,Fuller Park,2023,2186,0.0,137.24
2022,37,Liquor Law Violation,0,1,1,Fuller Park,2023,2186,100.0,45.75
2022,37,Motor Vehicle Theft,59,1,60,Fuller Park,2023,2186,1.67,2744.74
2022,37,Narcotics,2,12,14,Fuller Park,2023,2186,85.71,640.44
2022,37,Obscenity,0,1,1,Fuller Park,2023,2186,100.0,45.75
2022,37,Offense Involving Children,4,2,6,Fuller Park,2023,2186,33.33,274.47
2022,37,Other Offense,29,5,34,Fuller Park,2023,2186,14.71,1555.35
2022,37,Robbery,27,3,30,Fuller Park,2023,2186,10.0,1372.37
2022,37,Sex Offense,6,0,6,Fuller Park,2023,2186,0.0,274.47
2022,37,Theft,114,2,116,Fuller Park,2023,2186,1.72,5306.5
2022,37,Weapons Violation,19,39,58,Fuller Park,2023,2186,67.24,2653.25
2022,38,Arson,9,0,9,Grand Boulevard,2023,24808,0.0,36.28
2022,38,Assault,274,25,299,Grand Boulevard,2023,24808,8.36,1205.26
2022,38,Battery,513,79,592,Grand Boulevard,2023,24808,13.34,2386.33
2022,38,Burglary,86,9,95,Grand Boulevard,2023,24808,9.47,382.94
2022,38,Concealed Carry License Violation,0,2,2,Grand Boulevard,2023,24808,100.0,8.06
2022,38,Criminal Damage,428,7,435,Grand Boulevard,2023,24808,1.61,1753.47
2022,38,Criminal Sexual Assault,10,0,10,Grand Boulevard,2023,24808,0.0,40.31
2022,38,Criminal Trespass,37,20,57,Grand Boulevard,2023,24808,35.09,229.76
2022,38,Deceptive Practice,188,4,192,Grand Boulevard,2023,24808,2.08,773.94
2022,38,Homicide,8,5,13,Grand Boulevard,2023,24808,38.46,52.4
2022,38,Interference With Public Officer,0,1,1,Grand Boulevard,2023,24808,100.0,4.03
2022,38,Intimidation,1,0,1,Grand Boulevard,2023,24808,0.0,4.03
2022,38,Kidnapping,2,0,2,Grand Boulevard,2023,24808,0.0,8.06
2022,38,Liquor Law Violation,0,2,2,Grand Boulevard,2023,24808,100.0,8.06
2022,38,Motor Vehicle Theft,491,19,510,Grand Boulevard,2023,24808,3.73,2055.79
2022,38,Narcotics,1,46,47,Grand Boulevard,2023,24808,97.87,189.46
2022,38,Offense Involving Children,15,2,17,Grand Boulevard,2023,24808,11.76,68.53
2022,38,Other Offense,237,17,254,Grand Boulevard,2023,24808,6.69,1023.86
2022,38,Public Peace Violation,4,8,12,Grand Boulevard,2023,24808,66.67,48.37
2022,38,Robbery,113,5,118,Grand Boulevard,2023,24808,4.24,475.65
2022,38,Sex Offense,9,0,9,Grand Boulevard,2023,24808,0.0,36.28
2022,38,Stalking,16,1,17,Grand Boulevard,2023,24808,5.88,68.53
2022,38,Theft,577,9,586,Grand Boulevard,2023,24808,1.54,2362.14
2022,38,Weapons Violation,66,93,159,Grand Boulevard,2023,24808,58.49,640.92
2022,39,Arson,1,3,4,Kenwood,2023,14368,75.0,27.84
2022,39,Assault,141,11,152,Kenwood,2023,14368,7.24,1057.91
2022,39,Battery,274,41,315,Kenwood,2023,14368,13.02,2192.37
2022,39,Burglary,48,0,48,Kenwood,2023,14368,0.0,334.08
2022,39,Criminal Damage,227,6,233,Kenwood,2023,14368,2.58,1621.66
2022,39,Criminal Sexual Assault,12,0,12,Kenwood,2023,14368,0.0,83.52
2022,39,Criminal Trespass,26,2,28,Kenwood,2023,14368,7.14,194.88
2022,39,Deceptive Practice,113,1,114,Kenwood,2023,14368,0.88,793.43
2022,39,Homicide,5,3,8,Kenwood,2023,14368,37.5,55.68
2022,39,Interference With Public Officer,0,1,1,Kenwood,2023,14368,100.0,6.96
2022,39,Kidnapping,1,0,1,Kenwood,2023,14368,0.0,6.96
2022,39,Motor Vehicle Theft,248,8,256,Kenwood,2023,14368,3.12,1781.74
2022,39,Narcotics,2,12,14,Kenwood,2023,14368,85.71,97.44
2022,39,Offense Involving Children,10,1,11,Kenwood,2023,14368,9.09,76.56
2022,39,Other Offense,105,10,115,Kenwood,2023,14368,8.7,800.39
2022,39,Public Indecency,0,1,1,Kenwood,2023,14368,100.0,6.96
2022,39,Public Peace Violation,0,1,1,Kenwood,2023,14368,100.0,6.96
2022,39,Robbery,53,4,57,Kenwood,2023,14368,7.02,396.71
2022,39,Sex Offense,5,0,5,Kenwood,2023,14368,0.0,34.8
2022,39,Stalking,2,0,2,Kenwood,2023,14368,0.0,13.92
2022,39,Theft,416,1,417,Kenwood,2023,14368,0.24,2902.28
2022,39,Weapons Violation,16,16,32,Kenwood,2023,14368,50.0,222.72
2022,40,Arson,3,0,3,Washington Park,2023,12362,0.0,24.27
2022,40,Assault,217,22,239,Washington Park,2023,12362,9.21,1933.34
2022,40,Battery,403,60,463,Washington Park,2023,12362,12.96,3745.35
2022,40,Burglary,61,5,66,Washington Park,2023,12362,7.58,533.89
2022,40,Criminal Damage,248,6,254,Washington Park,2023,12362,2.36,2054.68
2022,40,Criminal Sexual Assault,9,0,9,Washington Park,2023,12362,0.0,72.8
2022,40,Criminal Trespass,19,4,23,Washington Park,2023,12362,17.39,186.05
2022,40,Deceptive Practice,80,1,81,Washington Park,2023,12362,1.23,655.23
2022,40,Homicide,3,2,5,Washington Park,2023,12362,40.0,40.45
2022,40,Human Trafficking,1,0,1,Washington Park,2023,12362,0.0,8.09
2022,40,Interference With Public Officer,1,5,6,Washington Park,2023,12362,83.33,48.54
2022,40,Intimidation,1,0,1,Washington Park,2023,12362,0.0,8.09
2022,40,Liquor Law Violation,0,1,1,Washington Park,2023,12362,100.0,8.09
2022,40,Motor Vehicle Theft,318,4,322,Washington Park,2023,12362,1.24,2604.76
2022,40,Narcotics,0,26,26,Washington Park,2023,12362,100.0,210.32
2022,40,Offense Involving Children,28,2,30,Washington Park,2023,12362,6.67,242.68
2022,40,Other Offense,158,22,180,Washington Park,2023,12362,12.22,1456.08
2022,40,Public Peace Violation,0,3,3,Washington Park,2023,12362,100.0,24.27
2022,40,Robbery,74,2,76,Washington Park,2023,12362,2.63,614.79
2022,40,Sex Offense,8,0,8,Washington Park,2023,12362,0.0,64.71
2022,40,Stalking,8,2,10,Washington Park,2023,12362,20.0,80.89
2022,40,Theft,321,5,326,Washington Park,2023,12362,1.53,2637.11
2022,40,Weapons Violation,49,70,119,Washington Park,2023,12362,58.82,962.63
2022,41,Assault,154,8,162,Hyde Park,2023,24092,4.94,672.42
2022,41,Battery,208,37,245,Hyde Park,2023,24092,15.1,1016.94
2022,41,Burglary,55,2,57,Hyde Park,2023,24092,3.51,236.59
2022,41,Criminal Damage,212,3,215,Hyde Park,2023,24092,1.4,892.41
2022,41,Criminal Sexual Assault,18,0,18,Hyde Park,2023,24092,0.0,74.71
2022,41,Criminal Trespass,21,1,22,Hyde Park,2023,24092,4.55,91.32
2022,41,Deceptive Practice,160,2,162,Hyde Park,2023,24092,1.23,672.42
2022,41,Homicide,1,0,1,Hyde Park,2023,24092,0.0,4.15
2022,41,Interference With Public Officer,1,2,3,Hyde Park,2023,24092,66.67,12.45
2022,41,Intimidation,2,0,2,Hyde Park,2023,24092,0.0,8.3
2022,41,Liquor Law Violation,0,1,1,Hyde Park,2023,24092,100.0,4.15
2022,41,Motor Vehicle Theft,221,7,228,Hyde Park,2023,24092,3.07,946.37
2022,41,Narcotics,0,9,9,Hyde Park,2023,24092,100.0,37.36
2022,41,Offense Involving Children,3,0,3,Hyde Park,2023,24092,0.0,12.45
2022,41,Other Offense,109,12,121,Hyde Park,2023,24092,9.92,502.24
2022,41,Public Peace Violation,2,0,2,Hyde Park,2023,24092,0.0,8.3
2022,41,Robbery,127,3,130,Hyde Park,2023,24092,2.31,539.6
2022,41,Sex Offense,10,0,10,Hyde Park,2023,24092,0.0,41.51
2022,41,Stalking,2,1,3,Hyde Park,2023,24092,33.33,12.45
2022,41,Theft,707,26,733,Hyde Park,2023,24092,3.55,3042.5
2022,41,Weapons Violation,4,7,11,Hyde Park,2023,24092,63.64,45.66
2022,42,Arson,6,2,8,Woodlawn,2023,24437,25.0,32.74
2022,42,Assault,304,27,331,Woodlawn,2023,24437,8.16,1354.5
2022,42,Battery,538,71,609,Woodlawn,2023,24437,11.66,2492.12
2022,42,Burglary,112,0,112,Woodlawn,2023,24437,0.0,458.32
2022,42,Criminal Damage,386,10,396,Woodlawn,2023,24437,2.53,1620.49
2022,42,Criminal Sexual Assault,20,4,24,Woodlawn,2023,24437,16.67,98.21
2022,42,Criminal Trespass,30,20,50,Woodlawn,2023,24437,40.0,204.61
2022,42,Deceptive Practice,158,3,161,Woodlawn,2023,24437,1.86,658.84
2022,42,Homicide,8,6,14,Woodlawn,2023,24437,42.86,57.29
2022,42,Interference With Public Officer,1,2,3,Woodlawn,2023,24437,66.67,12.28
2022,42,Intimidation,1,0,1,Woodlawn,2023,24437,0.0,4.09
2022,42,Kidnapping,2,0,2,Woodlawn,2023,24437,0.0,8.18
2022,42,Liquor Law Violation,0,1,1,Woodlawn,2023,24437,100.0,4.09
2022,42,Motor Vehicle Theft,367,19,386,Woodlawn,2023,24437,4.92,1579.57
2022,42,Narcotics,2,26,28,Woodlawn,2023,24437,92.86,114.58
2022,42,Offense Involving Children,34,2,36,Woodlawn,2023,24437,5.56,147.32
2022,42,Other Offense,186,14,200,Woodlawn,2023,24437,7.0,818.43
2022,42,Public Peace Violation,6,6,12,Woodlawn,2023,24437,50.0,49.11
2022,42,Robbery,107,7,114,Woodlawn,2023,24437,6.14,466.51
2022,42,Sex Offense,14,1,15,Woodlawn,2023,24437,6.67,61.38
2022,42,Stalking,8,0,8,Woodlawn,2023,24437,0.0,32.74
2022,42,Theft,554,4,558,Woodlawn,2023,24437,0.72,2283.42
2022,42,Weapons Violation,83,101,184,Woodlawn,2023,24437,54.89,752.96
2022,43,Arson,8,4,12,South Shore,2023,46276,33.33,25.93
2022,43,Assault,772,64,836,South Shore,2023,46276,7.66,1806.55
2022,43,Battery,1500,222,1722,South Shore,2023,46276,12.89,3721.15
2022,43,Burglary,367,11,378,South Shore,2023,46276,2.91,816.84
2022,43,Concealed Carry License Violation,0,1,1,South Shore,2023,46276,100.0,2.16
2022,43,Criminal Damage,1088,28,1116,South Shore,2023,46276,2.51,2411.62
2022,43,Criminal Sexual Assault,44,4,48,South Shore,2023,46276,8.33,103.73
2022,43,Criminal Trespass,88,44,132,South Shore,2023,46276,33.33,285.25
2022,43,Deceptive Practice,324,2,326,South Shore,2023,46276,0.61,704.47
2022,43,Homicide,21,23,44,South Shore,2023,46276,52.27,95.08
2022,43,Interference With Public Officer,1,12,13,South Shore,2023,46276,92.31,28.09
2022,43,Intimidation,1,0,1,South Shore,2023,46276,0.0,2.16
2022,43,Kidnapping,4,0,4,South Shore,2023,46276,0.0,8.64
2022,43,Liquor Law Violation,0,2,2,South Shore,2023,46276,100.0,4.32
2022,43,Motor Vehicle Theft,1014,24,1038,South Shore,2023,46276,2.31,2243.06
2022,43,Narcotics,1,90,91,South Shore,2023,46276,98.9,196.65
2022,43,Obscenity,2,1,3,South Shore,2023,46276,33.33,6.48
2022,43,Offense Involving Children,74,8,82,South Shore,2023,46276,9.76,177.2
2022,43,Other Offense,438,46,484,South Shore,2023,46276,9.5,1045.9
2022,43,Public Peace Violation,10,8,18,South Shore,2023,46276,44.44,38.9
2022,43,Robbery,288,10,298,South Shore,2023,46276,3.36,643.96
2022,43,Sex Offense,28,3,31,South Shore,2023,46276,9.68,66.99
2022,43,Stalking,24,1,25,South Shore,2023,46276,4.0,54.02
2022,43,Theft,1255,35,1290,South Shore,2023,46276,2.71,2787.62
2022,43,Weapons Violation,181,162,343,South Shore,2023,46276,47.23,741.2
2022,44,Arson,10,0,10,Chatham,2023,31440,0.0,31.81
2022,44,Assault,604,63,667,Chatham,2023,31440,9.45,2121.5
2022,44,Battery,960,168,1128,Chatham,2023,31440,14.89,3587.79
2022,44,Burglary,231,4,235,Chatham,2023,31440,1.7,747.46
2022,44,Concealed Carry License Violation,1,5,6,Chatham,2023,31440,83.33,19.08
2022,44,Criminal Damage,834,25,859,Chatham,2023,31440,2.91,2732.19
2022,44,Criminal Sexual Assault,23,0,23,Chatham,2023,31440,0.0,73.16
2022,44,Criminal Trespass,66,16,82,Chatham,2023,31440,19.51,260.81
2022,44,Deceptive Practice,284,5,289,Chatham,2023,31440,1.73,919.21
2022,44,Homicide,13,13,26,Chatham,2023,31440,50.0,82.7
2022,44,Human Trafficking,1,0,1,Chatham,2023,31440,0.0,3.18
2022,44,Interference With Public Officer,5,7,12,Chatham,2023,31440,58.33,38.17
2022,44,Kidnapping,4,0,4,Chatham,2023,31440,0.0,12.72
2022,44,Liquor Law Violation,0,1,1,Chatham,2023,31440,100.0,3.18
2022,44,Motor Vehicle Theft,759,13,772,Chatham,2023,31440,1.68,2455.47
2022,44,Narcotics,0,37,37,Chatham,2023,31440,100.0,117.68
2022,44,Offense Involving Children,48,0,48,Chatham,2023,31440,0.0,152.67
2022,44,Other Offense,303,36,339,Chatham,2023,31440,10.62,1078.24
2022,44,Public Peace Violation,7,8,15,Chatham,2023,31440,53.33,47.71
2022,44,Robbery,233,9,242,Chatham,2023,31440,3.72,769.72
2022,44,Sex Offense,19,2,21,Chatham,2023,31440,9.52,66.79
2022,44,Stalking,9,1,10,Chatham,2023,31440,10.0,31.81
2022,44,Theft,981,39,1020,Chatham,2023,31440,3.82,3244.27
2022,44,Weapons Violation,92,149,241,Chatham,2023,31440,61.83,766.54
2022,45,Arson,4,0,4,Avalon Park,2023,9492,0.0,42.14
2022,45,Assault,127,3,130,Avalon Park,2023,9492,2.31,1369.57
2022,45,Battery,151,22,173,Avalon Park,2023,9492,12.72,1822.59
2022,45,Burglary,46,0,46,Avalon Park,2023,9492,0.0,484.62
2022,45,Criminal Damage,139,5,144,Avalon Park,2023,9492,3.47,1517.07
2022,45,Criminal Sexual Assault,1,0,1,Avalon Park,2023,9492,0.0,10.54
2022,45,Criminal Trespass,9,5,14,Avalon Park,2023,9492,35.71,147.49
2022,45,Deceptive Practice,85,1,86,Avalon Park,2023,9492,1.16,906.03
2022,45,Homicide,1,2,3,Avalon Park,2023,9492,66.67,31.61
2022,45,Interference With Public Officer,0,2,2,Avalon Park,2023,9492,100.0,21.07
2022,45,Motor Vehicle Theft,140,3,143,Avalon Park,2023,9492,2.1,1506.53
2022,45,Narcotics,0,12,12,Avalon Park,2023,9492,100.0,126.42
2022,45,Offense Involving Children,16,2,18,Avalon Park,2023,9492,11.11,189.63
2022,45,Other Offense,84,5,89,Avalon Park,2023,9492,5.62,937.63
2022,45,Public Peace Violation,1,0,1,Avalon Park,2023,9492,0.0,10.54
2022,45,Robbery,38,2,40,Avalon Park,2023,9492,5.0,421.41
2022,45,Sex Offense,3,1,4,Avalon Park,2023,9492,25.0,42.14
2022,45,Stalking,2,0,2,Avalon Park,2023,9492,0.0,21.07
2022,45,Theft,209,3,212,Avalon Park,2023,9492,1.42,2233.46
2022,45,Weapons Violation,21,35,56,Avalon Park,2023,9492,62.5,589.97
2022,46,Arson,7,0,7,South Chicago,2023,29072,0.0,24.08
2022,46,Assault,472,46,518,South Chicago,2023,29072,8.88,1781.78
2022,46,Battery,765,131,896,South Chicago,2023,29072,14.62,3082.0
2022,46,Burglary,129,2,131,South Chicago,2023,29072,1.53,450.61
2022,46,Concealed Carry License Violation,0,1,1,South Chicago,2023,29072,100.0,3.44
2022,46,Criminal Damage,606,17,623,South Chicago,2023,29072,2.73,2142.96
2022,46,Criminal Sexual Assault,24,2,26,South Chicago,2023,29072,7.69,89.43
2022,46,Criminal Trespass,56,15,71,South Chicago,2023,29072,21.13,244.22
2022,46,Deceptive Practice,168,0,168,South Chicago,2023,29072,0.0,577.88
2022,46,Gambling,0,1,1,South Chicago,2023,29072,100.0,3.44
2022,46,Homicide,16,4,20,South Chicago,2023,29072,20.0,68.79
2022,46,Interference With Public Officer,0,6,6,South Chicago,2023,29072,100.0,20.64
2022,46,Intimidation,1,0,1,South Chicago,2023,29072,0.0,3.44
2022,46,Kidnapping,5,0,5,South Chicago,2023,29072,0.0,17.2
2022,46,Liquor Law Violation,0,9,9,South Chicago,2023,29072,100.0,30.96
2022,46,Motor Vehicle Theft,495,3,498,South Chicago,2023,29072,0.6,1712.99
2022,46,Narcotics,0,38,38,South Chicago,2023,29072,100.0,130.71
2022,46,Obscenity,1,0,1,South Chicago,2023,29072,0.0,3.44
2022,46,Offense Involving Children,54,2,56,South Chicago,2023,29072,3.57,192.63
2022,46,Other Offense,275,51,326,South Chicago,2023,29072,15.64,1121.35
