year,community_area,primary_type,not_arrests,arrests,incidents,community_name,acs_year,total_population,arrest_rate,incidents_per_100k
2023,46,Homicide,6,10,16,South Chicago,2023,29072,62.5,55.04
2023,46,Interference With Public Officer,0,7,7,South Chicago,2023,29072,100.0,24.08
2023,46,Kidnapping,5,0,5,South Chicago,2023,29072,0.0,17.2
2023,46,Liquor Law Violation,0,10,10,South Chicago,2023,29072,100.0,34.4
2023,46,Motor Vehicle Theft,511,19,530,South Chicago,2023,29072,3.58,1823.06
2023,46,Narcotics,1,27,28,South Chicago,2023,29072,96.43,96.31
2023,46,Non-Criminal,1,0,1,South Chicago,2023,29072,0.0,3.44
2023,46,Offense Involving Children,50,8,58,South Chicago,2023,29072,13.79,199.5
2023,46,Other Offense,230,50,280,South Chicago,2023,29072,17.86,963.13
2023,46,Public Peace Violation,4,3,7,South Chicago,2023,29072,42.86,24.08
2023,46,Robbery,163,8,171,South Chicago,2023,29072,4.68,588.19
2023,46,Sex Offense,15,4,19,South Chicago,2023,29072,21.05,65.35
2023,46,Stalking,3,0,3,South Chicago,2023,29072,0.0,10.32
2023,46,Theft,661,22,683,South Chicago,2023,29072,3.22,2349.34
2023,46,Weapons Violation,136,58,194,South Chicago,2023,29072,29.9,667.31
2023,47,Arson,2,0,2,Burnside,2023,2229,0.0,89.73
2023,47,Assault,32,2,34,Burnside,2023,2229,5.88,1525.35
2023,47,Battery,40,7,47,Burnside,2023,2229,14.89,2108.57
2023,47,Burglary,7,1,8,Burnside,2023,2229,12.5,358.91
2023,47,Criminal Damage,48,0,48,Burnside,2023,2229,0.0,2153.43
2023,47,Criminal Sexual Assault,2,1,3,Burnside,2023,2229,33.33,134.59
2023,47,Criminal Trespass,5,2,7,Burnside,2023,2229,28.57,314.04
2023,47,Deceptive Practice,24,0,24,Burnside,2023,2229,0.0,1076.72
2023,47,Homicide,1,0,1,Burnside,2023,2229,0.0,44.86
2023,47,Liquor Law Violation,0,2,2,Burnside,2023,2229,100.0,89.73
2023,47,Motor Vehicle Theft,48,1,49,Burnside,2023,2229,2.04,2198.3
2023,47,Narcotics,0,2,2,Burnside,2023,2229,100.0,89.73
2023,47,Offense Involving Children,4,0,4,Burnside,2023,2229,0.0,179.45
2023,47,Other Offense,19,10,29,Burnside,2023,2229,34.48,1301.03
2023,47,Robbery,6,0,6,Burnside,2023,2229,0.0,269.18
2023,47,Sex Offense,3,0,3,Burnside,2023,2229,0.0,134.59
2023,47,Stalking,3,0,3,Burnside,2023,2229,0.0,134.59
2023,47,Theft,41,1,42,Burnside,2023,2229,2.38,1884.25
2023,47,Weapons Violation,21,6,27,Burnside,2023,2229,22.22,1211.31
2023,48,Arson,3,0,3,Calumet Heights,2023,12078,0.0,24.84
2023,48,Assault,144,8,152,Calumet Heights,2023,12078,5.26,1258.49
2023,48,Battery,176,32,208,Calumet Heights,2023,12078,15.38,1722.14
2023,48,Burglary,53,1,54,Calumet Heights,2023,12078,1.85,447.09
2023,48,Concealed Carry License Violation,0,1,1,Calumet Heights,2023,12078,100.0,8.28
2023,48,Criminal Damage,203,3,206,Calumet Heights,2023,12078,1.46,1705.58
2023,48,Criminal Sexual Assault,10,1,11,Calumet Heights,2023,12078,9.09,91.07
2023,48,Criminal Trespass,13,1,14,Calumet Heights,2023,12078,7.14,115.91
2023,48,Deceptive Practice,71,1,72,Calumet Heights,2023,12078,1.39,596.13
2023,48,Homicide,2,1,3,Calumet Heights,2023,12078,33.33,24.84
2023,48,Interference With Public Officer,0,2,2,Calumet Heights,2023,12078,100.0,16.56
2023,48,Intimidation,2,0,2,Calumet Heights,2023,12078,0.0,16.56
2023,48,Motor Vehicle Theft,251,1,252,Calumet Heights,2023,12078,0.4,2086.44
2023,48,Narcotics,0,5,5,Calumet Heights,2023,12078,100.0,41.4
2023,48,Offense Involving Children,10,0,10,Calumet Heights,2023,12078,0.0,82.8
2023,48,Other Offense,71,16,87,Calumet Heights,2023,12078,18.39,720.32
2023,48,Public Peace Violation,0,1,1,Calumet Heights,2023,12078,100.0,8.28
2023,48,Robbery,104,3,107,Calumet Heights,2023,12078,2.8,885.91
2023,48,Sex Offense,1,0,1,Calumet Heights,2023,12078,0.0,8.28
2023,48,Stalking,1,0,1,Calumet Heights,2023,12078,0.0,8.28
2023,48,Theft,276,3,279,Calumet Heights,2023,12078,1.08,2309.99
2023,48,Weapons Violation,43,29,72,Calumet Heights,2023,12078,40.28,596.13
2023,49,Arson,15,1,16,Roseland,2023,37660,6.25,42.49
2023,49,Assault,547,62,609,Roseland,2023,37660,10.18,1617.1
2023,49,Battery,990,176,1166,Roseland,2023,37660,15.09,3096.12
2023,49,Burglary,158,12,170,Roseland,2023,37660,7.06,451.41
2023,49,Concealed Carry License Violation,0,5,5,Roseland,2023,37660,100.0,13.28
2023,49,Criminal Damage,845,25,870,Roseland,2023,37660,2.87,2310.14
2023,49,Criminal Sexual Assault,39,2,41,Roseland,2023,37660,4.88,108.87
2023,49,Criminal Trespass,54,26,80,Roseland,2023,37660,32.5,212.43
2023,49,Deceptive Practice,259,8,267,Roseland,2023,37660,3.0,708.98
2023,49,Gambling,0,2,2,Roseland,2023,37660,100.0,5.31
2023,49,Homicide,13,9,22,Roseland,2023,37660,40.91,58.42
2023,49,Interference With Public Officer,3,19,22,Roseland,2023,37660,86.36,58.42
2023,49,Intimidation,2,0,2,Roseland,2023,37660,0.0,5.31
2023,49,Kidnapping,4,0,4,Roseland,2023,37660,0.0,10.62
2023,49,Motor Vehicle Theft,788,15,803,Roseland,2023,37660,1.87,2132.24
2023,49,Narcotics,0,98,98,Roseland,2023,37660,100.0,260.22
2023,49,Obscenity,0,1,1,Roseland,2023,37660,100.0,2.66
2023,49,Offense Involving Children,55,5,60,Roseland,2023,37660,8.33,159.32
2023,49,Other Offense,337,82,419,Roseland,2023,37660,19.57,1112.59
2023,49,Prostitution,1,0,1,Roseland,2023,37660,0.0,2.66
2023,49,Public Peace Violation,7,9,16,Roseland,2023,37660,56.25,42.49
2023,49,Robbery,217,15,232,Roseland,2023,37660,6.47,616.04
2023,49,Sex Offense,25,4,29,Roseland,2023,37660,13.79,77.0
2023,49,Stalking,10,1,11,Roseland,2023,37660,9.09,29.21
2023,49,Theft,799,14,813,Roseland,2023,37660,1.72,2158.79
2023,49,Weapons Violation,163,190,353,Roseland,2023,37660,53.82,937.33
2023,50,Arson,3,0,3,Pullman,2023,6851,0.0,43.79
2023,50,Assault,105,21,126,Pullman,2023,6851,16.67,1839.15
2023,50,Battery,186,36,222,Pullman,2023,6851,16.22,3240.4
2023,50,Burglary,14,1,15,Pullman,2023,6851,6.67,218.95
2023,50,Concealed Carry License Violation,0,1,1,Pullman,2023,6851,100.0,14.6
2023,50,Criminal Damage,116,4,120,Pullman,2023,6851,3.33,1751.57
2023,50,Criminal Sexual Assault,5,0,5,Pullman,2023,6851,0.0,72.98
2023,50,Criminal Trespass,9,1,10,Pullman,2023,6851,10.0,145.96
2023,50,Deceptive Practice,61,2,63,Pullman,2023,6851,3.17,919.57
2023,50,Interference With Public Officer,1,2,3,Pullman,2023,6851,66.67,43.79
2023,50,Motor Vehicle Theft,127,4,131,Pullman,2023,6851,3.05,1912.13
2023,50,Narcotics,0,8,8,Pullman,2023,6851,100.0,116.77
2023,50,Offense Involving Children,8,1,9,Pullman,2023,6851,11.11,131.37
2023,50,Other Offense,64,20,84,Pullman,2023,6851,23.81,1226.1
2023,50,Public Peace Violation,3,5,8,Pullman,2023,6851,62.5,116.77
2023,50,Robbery,17,2,19,Pullman,2023,6851,10.53,277.33
2023,50,Sex Offense,8,0,8,Pullman,2023,6851,0.0,116.77
2023,50,Stalking,4,2,6,Pullman,2023,6851,33.33,87.58
2023,50,Theft,185,26,211,Pullman,2023,6851,12.32,3079.84
2023,50,Weapons Violation,21,25,46,Pullman,2023,6851,54.35,671.43
2023,51,Arson,4,0,4,South Deering,2023,15100,0.0,26.49
2023,51,Assault,184,15,199,South Deering,2023,15100,7.54,1317.88
2023,51,Battery,284,37,321,South Deering,2023,15100,11.53,2125.83
2023,51,Burglary,49,0,49,South Deering,2023,15100,0.0,324.5
2023,51,Criminal Damage,284,3,287,South Deering,2023,15100,1.05,1900.66
2023,51,Criminal Sexual Assault,7,0,7,South Deering,2023,15100,0.0,46.36
2023,51,Criminal Trespass,30,9,39,South Deering,2023,15100,23.08,258.28
2023,51,Deceptive Practice,91,1,92,South Deering,2023,15100,1.09,609.27
2023,51,Homicide,4,1,5,South Deering,2023,15100,20.0,33.11
2023,51,Interference With Public Officer,0,6,6,South Deering,2023,15100,100.0,39.74
2023,51,Motor Vehicle Theft,329,7,336,South Deering,2023,15100,2.08,2225.17
2023,51,Narcotics,0,22,22,South Deering,2023,15100,100.0,145.7
2023,51,Offense Involving Children,22,0,22,South Deering,2023,15100,0.0,145.7
2023,51,Other Offense,127,27,154,South Deering,2023,15100,17.53,1019.87
2023,51,Public Peace Violation,3,2,5,South Deering,2023,15100,40.0,33.11
2023,51,Robbery,75,3,78,South Deering,2023,15100,3.85,516.56
2023,51,Sex Offense,6,0,6,South Deering,2023,15100,0.0,39.74
2023,51,Stalking,3,0,3,South Deering,2023,15100,0.0,19.87
2023,51,Theft,326,15,341,South Deering,2023,15100,4.4,2258.28
2023,51,Weapons Violation,56,37,93,South Deering,2023,15100,39.78,615.89
2023,52,Arson,1,0,1,East Side,2023,23629,0.0,4.23
2023,52,Assault,164,15,179,East Side,2023,23629,8.38,757.54
2023,52,Battery,223,31,254,East Side,2023,23629,12.2,1074.95
2023,52,Burglary,31,2,33,East Side,2023,23629,6.06,139.66
2023,52,Criminal Damage,188,2,190,East Side,2023,23629,1.05,804.1
2023,52,Criminal Sexual Assault,6,2,8,East Side,2023,23629,25.0,33.86
2023,52,Criminal Trespass,22,2,24,East Side,2023,23629,8.33,101.57
2023,52,Deceptive Practice,51,0,51,East Side,2023,23629,0.0,215.84
2023,52,Homicide,3,2,5,East Side,2023,23629,40.0,21.16
2023,52,Interference With Public Officer,1,2,3,East Side,2023,23629,66.67,12.7
2023,52,Intimidation,1,0,1,East Side,2023,23629,0.0,4.23
2023,52,Kidnapping,2,0,2,East Side,2023,23629,0.0,8.46
2023,52,Liquor Law Violation,0,1,1,East Side,2023,23629,100.0,4.23
2023,52,Motor Vehicle Theft,138,3,141,East Side,2023,23629,2.13,596.72
2023,52,Narcotics,1,14,15,East Side,2023,23629,93.33,63.48
2023,52,Offense Involving Children,13,2,15,East Side,2023,23629,13.33,63.48
2023,52,Other Offense,144,14,158,East Side,2023,23629,8.86,668.67
2023,52,Public Peace Violation,3,0,3,East Side,2023,23629,0.0,12.7
2023,52,Robbery,28,1,29,East Side,2023,23629,3.45,122.73
2023,52,Sex Offense,11,1,12,East Side,2023,23629,8.33,50.79
2023,52,Stalking,3,1,4,East Side,2023,23629,25.0,16.93
2023,52,Theft,268,6,274,East Side,2023,23629,2.19,1159.59
2023,52,Weapons Violation,41,33,74,East Side,2023,23629,44.59,313.17
2023,53,Arson,12,0,12,West Pullman,2023,25159,0.0,47.7
2023,53,Assault,324,35,359,West Pullman,2023,25159,9.75,1426.92
2023,53,Battery,586,90,676,West Pullman,2023,25159,13.31,2686.91
2023,53,Burglary,79,3,82,West Pullman,2023,25159,3.66,325.93
2023,53,Concealed Carry License Violation,0,2,2,West Pullman,2023,25159,100.0,7.95
2023,53,Criminal Damage,468,16,484,West Pullman,2023,25159,3.31,1923.76
2023,53,Criminal Sexual Assault,10,2,12,West Pullman,2023,25159,16.67,47.7
2023,53,Criminal Trespass,52,12,64,West Pullman,2023,25159,18.75,254.38
2023,53,Deceptive Practice,183,1,184,West Pullman,2023,25159,0.54,731.35
2023,53,Homicide,6,7,13,West Pullman,2023,25159,53.85,51.67
2023,53,Interference With Public Officer,1,12,13,West Pullman,2023,25159,92.31,51.67
2023,53,Kidnapping,4,0,4,West Pullman,2023,25159,0.0,15.9
2023,53,Liquor Law Violation,0,1,1,West Pullman,2023,25159,100.0,3.97
2023,53,Motor Vehicle Theft,469,11,480,West Pullman,2023,25159,2.29,1907.87
2023,53,Narcotics,0,51,51,West Pullman,2023,25159,100.0,202.71
2023,53,Offense Involving Children,41,3,44,West Pullman,2023,25159,6.82,174.89
2023,53,Other Offense,178,56,234,West Pullman,2023,25159,23.93,930.08
2023,53,Public Peace Violation,4,3,7,West Pullman,2023,25159,42.86,27.82
2023,53,Robbery,83,7,90,West Pullman,2023,25159,7.78,357.72
2023,53,Sex Offense,20,0,20,West Pullman,2023,25159,0.0,79.49
2023,53,Stalking,6,0,6,West Pullman,2023,25159,0.0,23.85
2023,53,Theft,513,10,523,West Pullman,2023,25159,1.91,2078.78
2023,53,Weapons Violation,127,121,248,West Pullman,2023,25159,48.79,985.73
2023,54,Arson,1,0,1,Riverdale,2023,7740,0.0,12.92
2023,54,Assault,170,9,179,Riverdale,2023,7740,5.03,2312.66
2023,54,Battery,264,40,304,Riverdale,2023,7740,13.16,3927.65
2023,54,Burglary,29,1,30,Riverdale,2023,7740,3.33,387.6
2023,54,Criminal Damage,182,8,190,Riverdale,2023,7740,4.21,2454.78
2023,54,Criminal Sexual Assault,15,2,17,Riverdale,2023,7740,11.76,219.64
2023,54,Criminal Trespass,12,3,15,Riverdale,2023,7740,20.0,193.8
2023,54,Deceptive Practice,32,0,32,Riverdale,2023,7740,0.0,413.44
2023,54,Homicide,4,2,6,Riverdale,2023,7740,33.33,77.52
2023,54,Interference With Public Officer,0,1,1,Riverdale,2023,7740,100.0,12.92
2023,54,Motor Vehicle Theft,138,1,139,Riverdale,2023,7740,0.72,1795.87
2023,54,Narcotics,0,3,3,Riverdale,2023,7740,100.0,38.76
2023,54,Offense Involving Children,25,1,26,Riverdale,2023,7740,3.85,335.92
2023,54,Other Offense,71,6,77,Riverdale,2023,7740,7.79,994.83
2023,54,Robbery,39,1,40,Riverdale,2023,7740,2.5,516.8
2023,54,Sex Offense,6,0,6,Riverdale,2023,7740,0.0,77.52
2023,54,Stalking,2,3,5,Riverdale,2023,7740,60.0,64.6
2023,54,Theft,154,2,156,Riverdale,2023,7740,1.28,2015.5
2023,54,Weapons Violation,30,30,60,Riverdale,2023,7740,50.0,775.19
2023,55,Arson,1,0,1,Hegewisch,2023,8895,0.0,11.24
2023,55,Assault,65,4,69,Hegewisch,2023,8895,5.8,775.72
2023,55,Battery,123,17,140,Hegewisch,2023,8895,12.14,1573.92
2023,55,Burglary,18,0,18,Hegewisch,2023,8895,0.0,202.36
2023,55,Concealed Carry License Violation,0,1,1,Hegewisch,2023,8895,100.0,11.24
2023,55,Criminal Damage,100,1,101,Hegewisch,2023,8895,0.99,1135.47
2023,55,Criminal Sexual Assault,4,0,4,Hegewisch,2023,8895,0.0,44.97
2023,55,Criminal Trespass,13,1,14,Hegewisch,2023,8895,7.14,157.39
2023,55,Deceptive Practice,63,1,64,Hegewisch,2023,8895,1.56,719.51
2023,55,Interference With Public Officer,0,2,2,Hegewisch,2023,8895,100.0,22.48
2023,55,Liquor Law Violation,0,2,2,Hegewisch,2023,8895,100.0,22.48
2023,55,Motor Vehicle Theft,101,0,101,Hegewisch,2023,8895,0.0,1135.47
2023,55,Narcotics,1,7,8,Hegewisch,2023,8895,87.5,89.94
2023,55,Offense Involving Children,9,1,10,Hegewisch,2023,8895,10.0,112.42
2023,55,Other Offense,74,9,83,Hegewisch,2023,8895,10.84,933.11
2023,55,Public Peace Violation,1,0,1,Hegewisch,2023,8895,0.0,11.24
2023,55,Robbery,8,2,10,Hegewisch,2023,8895,20.0,112.42
2023,55,Sex Offense,5,1,6,Hegewisch,2023,8895,16.67,67.45
2023,55,Stalking,1,0,1,Hegewisch,2023,8895,0.0,11.24
2023,55,Theft,115,1,116,Hegewisch,2023,8895,0.86,1304.1
2023,55,Weapons Violation,11,10,21,Hegewisch,2023,8895,47.62,236.09
2023,56,Arson,1,4,5,Garfield Ridge,2023,36265,80.0,13.79
2023,56,Assault,150,13,163,Garfield Ridge,2023,36265,7.98,449.47
2023,56,Battery,249,46,295,Garfield Ridge,2023,36265,15.59,813.46
2023,56,Burglary,65,1,66,Garfield Ridge,2023,36265,1.52,181.99
2023,56,Concealed Carry License Violation,1,41,42,Garfield Ridge,2023,36265,97.62,115.81
2023,56,Criminal Damage,252,8,260,Garfield Ridge,2023,36265,3.08,716.94
2023,56,Criminal Sexual Assault,3,1,4,Garfield Ridge,2023,36265,25.0,11.03
2023,56,Criminal Trespass,27,23,50,Garfield Ridge,2023,36265,46.0,137.87
2023,56,Deceptive Practice,279,7,286,Garfield Ridge,2023,36265,2.45,788.64
2023,56,Homicide,3,1,4,Garfield Ridge,2023,36265,25.0,11.03
2023,56,Interference With Public Officer,1,1,2,Garfield Ridge,2023,36265,50.0,5.51
2023,56,Intimidation,1,0,1,Garfield Ridge,2023,36265,0.0,2.76
2023,56,Liquor Law Violation,0,1,1,Garfield Ridge,2023,36265,100.0,2.76
2023,56,Motor Vehicle Theft,236,7,243,Garfield Ridge,2023,36265,2.88,670.07
2023,56,Narcotics,0,18,18,Garfield Ridge,2023,36265,100.0,49.63
2023,56,Obscenity,0,1,1,Garfield Ridge,2023,36265,100.0,2.76
2023,56,Offense Involving Children,6,1,7,Garfield Ridge,2023,36265,14.29,19.3
2023,56,Other Offense,108,24,132,Garfield Ridge,2023,36265,18.18,363.99
2023,56,Prostitution,6,34,40,Garfield Ridge,2023,36265,85.0,110.3
2023,56,Public Peace Violation,22,2,24,Garfield Ridge,2023,36265,8.33,66.18
2023,56,Robbery,49,4,53,Garfield Ridge,2023,36265,7.55,146.15
2023,56,Sex Offense,15,0,15,Garfield Ridge,2023,36265,0.0,41.36
2023,56,Stalking,4,1,5,Garfield Ridge,2023,36265,20.0,13.79
2023,56,Theft,499,9,508,Garfield Ridge,2023,36265,1.77,1400.8
2023,56,Weapons Violation,47,15,62,Garfield Ridge,2023,36265,24.19,170.96
2023,57,Arson,4,0,4,Archer Heights,2023,13875,0.0,28.83
2023,57,Assault,89,3,92,Archer Heights,2023,13875,3.26,663.06
2023,57,Battery,131,13,144,Archer Heights,2023,13875,9.03,1037.84
2023,57,Burglary,31,1,32,Archer Heights,2023,13875,3.12,230.63
2023,57,Criminal Damage,93,3,96,Archer Heights,2023,13875,3.12,691.89
2023,57,Criminal Sexual Assault,4,0,4,Archer Heights,2023,13875,0.0,28.83
2023,57,Criminal Trespass,12,8,20,Archer Heights,2023,13875,40.0,144.14
2023,57,Deceptive Practice,75,4,79,Archer Heights,2023,13875,5.06,569.37
2023,57,Homicide,1,2,3,Archer Heights,2023,13875,66.67,21.62
2023,57,Interference With Public Officer,0,1,1,Archer Heights,2023,13875,100.0,7.21
2023,57,Intimidation,1,0,1,Archer Heights,2023,13875,0.0,7.21
2023,57,Liquor Law Violation,0,1,1,Archer Heights,2023,13875,100.0,7.21
2023,57,Motor Vehicle Theft,104,1,105,Archer Heights,2023,13875,0.95,756.76
2023,57,Narcotics,0,7,7,Archer Heights,2023,13875,100.0,50.45
2023,57,Obscenity,1,0,1,Archer Heights,2023,13875,0.0,7.21
2023,57,Offense Involving Children,5,4,9,Archer Heights,2023,13875,44.44,64.86
2023,57,Other Offense,57,2,59,Archer Heights,2023,13875,3.39,425.23
2023,57,Public Peace Violation,10,3,13,Archer Heights,2023,13875,23.08,93.69
2023,57,Robbery,54,3,57,Archer Heights,2023,13875,5.26,410.81
2023,57,Sex Offense,3,0,3,Archer Heights,2023,13875,0.0,21.62
2023,57,Stalking,2,0,2,Archer Heights,2023,13875,0.0,14.41
2023,57,Theft,228,16,244,Archer Heights,2023,13875,6.56,1758.56
2023,57,Weapons Violation,31,20,51,Archer Heights,2023,13875,39.22,367.57
2023,58,Arson,7,0,7,Brighton Park,2023,42360,0.0,16.53
2023,58,Assault,220,26,246,Brighton Park,2023,42360,10.57,580.74
2023,58,Battery,375,78,453,Brighton Park,2023,42360,17.22,1069.41
2023,58,Burglary,54,2,56,Brighton Park,2023,42360,3.57,132.2
2023,58,Concealed Carry License Violation,0,2,2,Brighton Park,2023,42360,100.0,4.72
2023,58,Criminal Damage,262,4,266,Brighton Park,2023,42360,1.5,627.95
2023,58,Criminal Sexual Assault,10,0,10,Brighton Park,2023,42360,0.0,23.61
2023,58,Criminal Trespass,31,4,35,Brighton Park,2023,42360,11.43,82.63
2023,58,Deceptive Practice,146,0,146,Brighton Park,2023,42360,0.0,344.66
2023,58,Homicide,5,4,9,Brighton Park,2023,42360,44.44,21.25
2023,58,Interference With Public Officer,0,1,1,Brighton Park,2023,42360,100.0,2.36
2023,58,Intimidation,4,0,4,Brighton Park,2023,42360,0.0,9.44
2023,58,Liquor Law Violation,0,3,3,Brighton Park,2023,42360,100.0,7.08
2023,58,Motor Vehicle Theft,209,9,218,Brighton Park,2023,42360,4.13,514.64
2023,58,Narcotics,0,11,11,Brighton Park,2023,42360,100.0,25.97
2023,58,Obscenity,0,1,1,Brighton Park,2023,42360,100.0,2.36
2023,58,Offense Involving Children,26,1,27,Brighton Park,2023,42360,3.7,63.74
2023,58,Other Offense,133,12,145,Brighton Park,2023,42360,8.28,342.3
2023,58,Public Peace Violation,3,2,5,Brighton Park,2023,42360,40.0,11.8
2023,58,Robbery,161,3,164,Brighton Park,2023,42360,1.83,387.16
2023,58,Sex Offense,19,0,19,Brighton Park,2023,42360,0.0,44.85
2023,58,Stalking,7,2,9,Brighton Park,2023,42360,22.22,21.25
2023,58,Theft,379,12,391,Brighton Park,2023,42360,3.07,923.04
2023,58,Weapons Violation,58,26,84,Brighton Park,2023,42360,30.95,198.3
2023,59,Arson,4,1,5,Mckinley Park,2023,15400,20.0,32.47
2023,59,Assault,78,7,85,Mckinley Park,2023,15400,8.24,551.95
2023,59,Battery,128,28,156,Mckinley Park,2023,15400,17.95,1012.99
2023,59,Burglary,44,2,46,Mckinley Park,2023,15400,4.35,298.7
2023,59,Concealed Carry License Violation,0,1,1,Mckinley Park,2023,15400,100.0,6.49
2023,59,Criminal Damage,103,3,106,Mckinley Park,2023,15400,2.83,688.31
2023,59,Criminal Sexual Assault,8,0,8,Mckinley Park,2023,15400,0.0,51.95
2023,59,Criminal Trespass,11,5,16,Mckinley Park,2023,15400,31.25,103.9
2023,59,Deceptive Practice,33,1,34,Mckinley Park,2023,15400,2.94,220.78
2023,59,Intimidation,1,0,1,Mckinley Park,2023,15400,0.0,6.49
2023,59,Motor Vehicle Theft,103,0,103,Mckinley Park,2023,15400,0.0,668.83
2023,59,Narcotics,1,8,9,Mckinley Park,2023,15400,88.89,58.44
2023,59,Obscenity,0,1,1,Mckinley Park,2023,15400,100.0,6.49
2023,59,Offense Involving Children,4,0,4,Mckinley Park,2023,15400,0.0,25.97
2023,59,Other Offense,36,7,43,Mckinley Park,2023,15400,16.28,279.22
2023,59,Public Peace Violation,1,0,1,Mckinley Park,2023,15400,0.0,6.49
2023,59,Robbery,58,3,61,Mckinley Park,2023,15400,4.92,396.1
2023,59,Sex Offense,3,0,3,Mckinley Park,2023,15400,0.0,19.48
2023,59,Stalking,4,0,4,Mckinley Park,2023,15400,0.0,25.97
2023,59,Theft,246,11,257,Mckinley Park,2023,15400,4.28,1668.83
2023,59,Weapons Violation,15,11,26,Mckinley Park,2023,15400,42.31,168.83
2023,60,Arson,5,0,5,Bridgeport,2023,33012,0.0,15.15
2023,60,Assault,118,17,135,Bridgeport,2023,33012,12.59,408.94
2023,60,Battery,214,41,255,Bridgeport,2023,33012,16.08,772.45
2023,60,Burglary,83,8,91,Bridgeport,2023,33012,8.79,275.66
2023,60,Concealed Carry License Violation,0,1,1,Bridgeport,2023,33012,100.0,3.03
2023,60,Criminal Damage,233,7,240,Bridgeport,2023,33012,2.92,727.01
2023,60,Criminal Sexual Assault,10,0,10,Bridgeport,2023,33012,0.0,30.29
2023,60,Criminal Trespass,21,10,31,Bridgeport,2023,33012,32.26,93.91
2023,60,Deceptive Practice,125,1,126,Bridgeport,2023,33012,0.79,381.68
2023,60,Homicide,1,2,3,Bridgeport,2023,33012,66.67,9.09
2023,60,Interference With Public Officer,0,1,1,Bridgeport,2023,33012,100.0,3.03
2023,60,Intimidation,3,0,3,Bridgeport,2023,33012,0.0,9.09
2023,60,Kidnapping,2,0,2,Bridgeport,2023,33012,0.0,6.06
2023,60,Liquor Law Violation,0,2,2,Bridgeport,2023,33012,100.0,6.06
2023,60,Motor Vehicle Theft,167,5,172,Bridgeport,2023,33012,2.91,521.02
2023,60,Narcotics,0,16,16,Bridgeport,2023,33012,100.0,48.47
2023,60,Offense Involving Children,6,0,6,Bridgeport,2023,33012,0.0,18.18
2023,60,Other Offense,87,13,100,Bridgeport,2023,33012,13.0,302.92
2023,60,Public Peace Violation,1,1,2,Bridgeport,2023,33012,50.0,6.06
2023,60,Robbery,58,4,62,Bridgeport,2023,33012,6.45,187.81
2023,60,Sex Offense,8,0,8,Bridgeport,2023,33012,0.0,24.23
2023,60,Stalking,7,0,7,Bridgeport,2023,33012,0.0,21.2
2023,60,Theft,312,7,319,Bridgeport,2023,33012,2.19,966.32
2023,60,Weapons Violation,16,16,32,Bridgeport,2023,33012,50.0,96.93
2023,61,Arson,11,0,11,New City,2023,40843,0.0,26.93
2023,61,Assault,448,52,500,New City,2023,40843,10.4,1224.2
2023,61,Battery,740,134,874,New City,2023,40843,15.33,2139.9
2023,61,Burglary,105,8,113,New City,2023,40843,7.08,276.67
2023,61,Criminal Damage,463,20,483,New City,2023,40843,4.14,1182.58
2023,61,Criminal Sexual Assault,23,2,25,New City,2023,40843,8.0,61.21
2023,61,Criminal Trespass,45,36,81,New City,2023,40843,44.44,198.32
2023,61,Deceptive Practice,199,4,203,New City,2023,40843,1.97,497.03
2023,61,Homicide,17,3,20,New City,2023,40843,15.0,48.97
2023,61,Interference With Public Officer,1,8,9,New City,2023,40843,88.89,22.04
2023,61,Intimidation,2,0,2,New City,2023,40843,0.0,4.9
2023,61,Kidnapping,5,0,5,New City,2023,40843,0.0,12.24
2023,61,Liquor Law Violation,0,2,2,New City,2023,40843,100.0,4.9
2023,61,Motor Vehicle Theft,398,8,406,New City,2023,40843,1.97,994.05
2023,61,Narcotics,3,49,52,New City,2023,40843,94.23,127.32
2023,61,Obscenity,0,3,3,New City,2023,40843,100.0,7.35
2023,61,Offense Involving Children,28,5,33,New City,2023,40843,15.15,80.8
2023,61,Other Offense,257,54,311,New City,2023,40843,17.36,761.45
2023,61,Public Peace Violation,8,4,12,New City,2023,40843,33.33,29.38
2023,61,Robbery,273,10,283,New City,2023,40843,3.53,692.9
2023,61,Sex Offense,26,1,27,New City,2023,40843,3.7,66.11
2023,61,Stalking,9,0,9,New City,2023,40843,0.0,22.04
2023,61,Theft,632,63,695,New City,2023,40843,9.06,1701.64
2023,61,Weapons Violation,162,123,285,New City,2023,40843,43.16,697.79
2023,62,Arson,2,0,2,West Elsdon,2023,18201,0.0,10.99
2023,62,Assault,78,7,85,West Elsdon,2023,18201,8.24,467.01
2023,62,Battery,136,28,164,West Elsdon,2023,18201,17.07,901.05
2023,62,Burglary,45,1,46,West Elsdon,2023,18201,2.17,252.73
2023,62,Criminal Damage,166,2,168,West Elsdon,2023,18201,1.19,923.03
2023,62,Criminal Sexual Assault,4,0,4,West Elsdon,2023,18201,0.0,21.98
2023,62,Criminal Trespass,6,2,8,West Elsdon,2023,18201,25.0,43.95
2023,62,Deceptive Practice,87,1,88,West Elsdon,2023,18201,1.14,483.49
2023,62,Homicide,0,1,1,West Elsdon,2023,18201,100.0,5.49
2023,62,Human Trafficking,1,0,1,West Elsdon,2023,18201,0.0,5.49
2023,62,Interference With Public Officer,0,1,1,West Elsdon,2023,18201,100.0,5.49
2023,62,Intimidation,1,0,1,West Elsdon,2023,18201,0.0,5.49
